FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1B86EF;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08116;00071B86EF;NULL;NULL;NULL;NULL;52916;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;201A0F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08175;0007201A0F;NULL;NULL;NULL;NULL;52917;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;1AF80B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08181;00071AF80B;NULL;NULL;NULL;NULL;52918;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM108;Maatarka;RHM108;22/03/2012;33,59674;-2,64972;NULL;NULL;201A04;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08193;0007201A04;NULL;NULL;NULL;NULL;52919;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;200C0F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08122;0007200C0F;NULL;NULL;NULL;NULL;52922;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;201F6C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08332;0007201F6C;NULL;NULL;NULL;NULL;52923;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;201780;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08337;7201780;NULL;NULL;NULL;NULL;52924;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1A7F5E;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08338;00071A7F5E;NULL;NULL;NULL;NULL;52925;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1B166F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08327;00071B166F;NULL;NULL;NULL;NULL;52932;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1ADCF4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08331;00071ADCF4;NULL;NULL;NULL;NULL;52933;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1B7C11;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08340;00071B7C11;NULL;NULL;NULL;NULL;52926;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1FCE39;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08345;00071FCE39;NULL;NULL;NULL;NULL;52927;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;200E1A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08314;0007200E1A;NULL;NULL;NULL;NULL;52928;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;200D7F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08316;0007200D7F;NULL;NULL;NULL;NULL;52929;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;200F77;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08320;0007200F77;NULL;NULL;NULL;NULL;52930;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM110;Maatarka;RHM110;22/03/2012;33,50655;-2,65008;NULL;NULL;1AFE4F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08326;00071AFE4F;NULL;NULL;NULL;NULL;52931;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FFB6A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07877;00071FFB6A;NULL;NULL;NULL;NULL;52934;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;2009D0;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M07988;00072009D0;NULL;NULL;NULL;NULL;52935;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FF293;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08058;00071FF293;NULL;NULL;NULL;NULL;52936;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FE108;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08153;00071FE108;NULL;NULL;NULL;NULL;52937;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1A6A59;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08274;00071A6A59;NULL;NULL;NULL;NULL;52944;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1B197F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08288;00071B197F;NULL;NULL;NULL;NULL;52945;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FBD6C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08365;00071FBD6C;NULL;NULL;NULL;NULL;52938;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FD82C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08367;00071FD82C;NULL;NULL;NULL;NULL;52939;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FD5D0;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08141;00071FD5D0;NULL;NULL;NULL;NULL;52940;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1A7B34;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08210;00071A7B34;NULL;NULL;NULL;NULL;52941;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1FC428;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08250;00071FC428;NULL;NULL;NULL;NULL;52942;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM111;Maatarka;RHM111;22/03/2012;33,46145;-2,65026;NULL;NULL;1B8FB6;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08252;00071B8FB6;NULL;NULL;NULL;NULL;52943;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;201BD8;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08101;0007201BD8;NULL;NULL;NULL;NULL;52955;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1FF57C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08103;00071FF57C;NULL;NULL;NULL;NULL;52956;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1B3D8B;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08129;00071B3D8B;NULL;NULL;NULL;NULL;52957;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1FC883;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08198;00071FC883;NULL;NULL;NULL;NULL;52949;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1FFE37;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08199;00071FFE37;NULL;NULL;NULL;NULL;52950;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1FECC7;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08200;00071FECC7;NULL;NULL;NULL;NULL;52951;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;025D47;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08077;0007025D47;NULL;NULL;NULL;NULL;52952;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1AF874;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08078;00071AF874;NULL;NULL;NULL;NULL;52953;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1B8CCE;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08081;00071B8CCE;NULL;NULL;NULL;NULL;52954;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1B095E;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08192;00071B095E;NULL;NULL;NULL;NULL;52946;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;20159A;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08194;000720159A;NULL;NULL;NULL;NULL;52947;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM117;Maatarka;RHM117;22/03/2012;33,59688;-2,70361;NULL;NULL;1FBF80;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08195;00071FBF80;NULL;NULL;NULL;NULL;52948;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B56A5;female;release;North African Houbara Bustard;dead;NULL;NULL;NULL;U11M08284;00071B56A5;NULL;NULL;NULL;NULL;52959;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B76F2;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08094;00071B76F2;NULL;NULL;NULL;NULL;52960;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;2009F1;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08096;00072009F1;NULL;NULL;NULL;NULL;52961;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1AEE82;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08113;00071AEE82;NULL;NULL;NULL;NULL;52962;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B043C;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08117;00071B043C;NULL;NULL;NULL;NULL;52963;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B13D5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08170;00071B13D5;NULL;NULL;NULL;NULL;52964;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1AFF06;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08173;00071AFF06;NULL;NULL;NULL;NULL;52965;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B1C46;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08095;00071B1C46;NULL;NULL;NULL;NULL;52966;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1B4889;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08273;00071B4889;NULL;NULL;NULL;NULL;52967;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1A6458;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08277;00071A6458;NULL;NULL;NULL;NULL;52968;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM118;Maatarka;RHM118;22/03/2012;33,55178;-2,70376;NULL;NULL;1A5FDB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08295;00071A5FDB;NULL;NULL;NULL;NULL;52969;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;28151;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08221;7028151;NULL;NULL;NULL;NULL;52970;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;027A1F;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08223;0007027A1F;NULL;NULL;NULL;NULL;52971;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;0292FB;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08224;00070292FB;NULL;NULL;NULL;NULL;52972;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;1AC2EB;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08211;00071AC2EB;NULL;NULL;NULL;NULL;52979;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;201D07;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08219;0007201D07;NULL;NULL;NULL;NULL;52980;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;1BB1A2;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08220;00071BB1A2;NULL;NULL;NULL;NULL;52981;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;1B91DD;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08227;00071B91DD;NULL;NULL;NULL;NULL;52973;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;28009;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08228;7028009;NULL;NULL;NULL;NULL;52974;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;027B58;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08229;0007027B58;NULL;NULL;NULL;NULL;52975;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;1AEC1F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08177;00071AEC1F;NULL;NULL;NULL;NULL;52976;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;2007C2;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08208;00072007C2;NULL;NULL;NULL;NULL;52977;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM126;Maatarka;RHM126;22/03/2012;33,597;-2,7575;NULL;NULL;202115;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08209;7202115;NULL;NULL;NULL;NULL;52978;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;027CA4;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08064;0007027CA4;NULL;NULL;NULL;NULL;52982;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;030B00;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08068;0007030B00;NULL;NULL;NULL;NULL;52983;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;1A60CA;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08172;00071A60CA;NULL;NULL;NULL;NULL;52990;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;2014D7;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08174;00072014D7;NULL;NULL;NULL;NULL;52991;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;1B7100;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08178;00071B7100;NULL;NULL;NULL;NULL;52992;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;201726;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08180;7201726;NULL;NULL;NULL;NULL;52993;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;027BE9;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08110;0007027BE9;NULL;NULL;NULL;NULL;52984;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;026CF8;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08112;0007026CF8;NULL;NULL;NULL;NULL;52985;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;13878F;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11498;000713878F;NULL;NULL;NULL;NULL;52986;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;135CD5;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M11511;0007135CD5;NULL;NULL;NULL;NULL;52987;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;1FE3FA;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08114;00071FE3FA;NULL;NULL;NULL;NULL;52988;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM127;Maatarka;RHM127;22/03/2012;33,5519;-2,75762;NULL;NULL;1FBFCC;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08171;00071FBFCC;NULL;NULL;NULL;NULL;52989;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1B2096;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08515;00071B2096;NULL;NULL;NULL;NULL;53005;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1B1900;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08244;00071B1900;NULL;NULL;NULL;NULL;52999;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;20090;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08297;7,20E+05;NULL;NULL;NULL;NULL;53000;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1B3376;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08301;00071B3376;NULL;NULL;NULL;NULL;53001;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;E35AD1;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08307;0006E35AD1;NULL;NULL;NULL;NULL;53002;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1B049B;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08310;00071B049B;NULL;NULL;NULL;NULL;53003;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1B4745;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08312;00071B4745;NULL;NULL;NULL;NULL;53004;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;65702;female;release;North African Houbara Bustard;satellite;NULL;NULL;NULL;U11M08233;00071B5FD6;NULL;65702;NULL;NULL;52995;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1AEF33;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08232;00071AEF33;NULL;NULL;NULL;NULL;52996;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1A6457;male;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08241;00071A6457;NULL;NULL;NULL;NULL;52997;NULL
Lieron Vincent;Jenfi Hassan;Houbara: Release;REL120322RHM134;Maatarka;RHM134;22/03/2012;33,552;-2,81148;NULL;NULL;1AF94A;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U11M08242;00071AF94A;NULL;NULL;NULL;NULL;52998;NULL
Bousbaiat Jaa;NULL;General: Vertebrate contact;9434M13;Tata;Lac Irriki;21/03/2012;29,78883;-6,42897;NULL;NULL;x9434;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;149615;U11M07361;000713890C;NULL;NULL;219434;NULL;47428;219434
Jenfi Hassan;NULL;General: Vertebrate contact;I4342;Maatarka;Ghachwa;21/03/2012;33,12397;-2,52379;NULL;NULL;x4342;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147591;U10M09604;000702711F;NULL;NULL;214342;NULL;39823;214342
Hlilou Houcine;NULL;General: Vertebrate contact;7661M04;Maatarka;Lhofra;21/03/2012;32,82161;-2,78481;NULL;NULL;x7661;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159841;U11M02364;00070230EB;NULL;NULL;217661;NULL;44420;217662
Hlilou Houcine;NULL;General: Vertebrate contact;7661M04;Maatarka;Lhofra;21/03/2012;32,82161;-2,78481;NULL;NULL;x8150;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159854;U11M02383;000702FA0B;NULL;NULL;218150;NULL;44421;218150
Bousbaiat Jaa;NULL;General: Vertebrate contact;8017M13;Tata;Oued Sassi;21/03/2012;29,87314;-6,57783;NULL;NULL;x8017;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;149561;U10M05451;000702EC54;NULL;NULL;218017;NULL;32807;218017
Bourahla Dahmani;NULL;General: Vertebrate contact;9321M22 2;Bouarfa;Tamlelt;21/03/2012;32,42328;-2,66173;NULL;NULL;x9321;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159895;U11M04318;7134128;NULL;NULL;219321;NULL;49101;219321
Meziane Mustapha;NULL;General: Vertebrate contact;004M05;Maatarka;Ghachwa;21/03/2012;33,10649;-2,52015;NULL;NULL;x6549;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147649;U10M09807;00070262B5;NULL;NULL;216549;NULL;40009;216549
Belfakhir Fahd;NULL;General: Vertebrate contact;8342BF;Tata;Tighirt;21/03/2012;28,90369;-8,93471;NULL;NULL;x8342;female;release;North African Houbara Bustard;monitored;NULL;NULL;147705;U09M07274;0006F3F1E8;NULL;NULL;218342;NULL;22502;218342
